id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
1826,Homewood Health Centre,,,1-866-839-2594,"Homewood Health Centre provides comprehensive mental health and addiction services including programs for trauma, substance use, and mood disorders.","mental health, addiction, trauma, PTSD, anxiety disorders, depression, eating disorders",https://www.bing.com/aclick?ld=e8Y3aSD38BL04HzKWbzsvrHzVUCUwPqRXgFvjyyIrpTiQjGOCtOhDe8kWQWr15ERWCtZR39JHfLgabokClhOXaVzn-H0-E7gfcO5KZ6Chiw0BgEOJb_ZERqOOCObaUbmdArCitYmRJOoKo4Ohf4Vhn9Uk3F7MinplW2-5sKW-RXrVLKNMRE5qgEJk73_Pl4Q679HIqoTEJeXsw-e6rodPo6z8xyLE&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDJkMGIxYmU1OTQ1YTFjNDdiZWUyNzIyYWFhZmFlZjQ5&rlid=2d0b1be5945a1c47bee2722aaafaef49,-1,0,0,homewood health centre,,Empty City
1838,Clinton Public Hospital,"98 Shipley St., Clinton, ON",N0M 1L0,519-482-3440,"Provides various healthcare services, including mental health support.","healthcare services, mental health support",https://www.hpha.ca/outpatientmentalhealth,1,0,0,clinton public hospital,Clint,Good
1842,Huron Community Mental Health Services,,,1-877-695-2524,"Huron Community Mental Health Services welcomes individuals 16 years of age and over seeking treatment for their mental health, offering individual and group treatment services.","mental health, individual treatment, group treatment, coping skills, relaxation therapy, cognitive behaviour therapy",https://www.huronhealthsystem.ca/mental-health-outpatient,-1,0,0,huron community mental health services,,Empty City
1843,Huron Outreach Eating Disorders Program,,,1-877-695-2524,"An outreach program that welcomes adolescents and adults concerned about eating disorders, offering treatment opportunities.","eating disorders, outreach, adolescents, treatment opportunities",https://www.huronhealthsystem.ca/mental-health-outpatient,-1,0,0,huron outreach eating disorders program,,Empty City
1845,Clinton Community Psychiatric Services,"56 Mary, Clinton, ON",N0M,,"Clinton Community Psychiatric Services is a local health clinic in Clinton, ON, offering health services, clinics & care, and wellness.","health clinic, health services, wellness, clinics & care",https://clinton.cdncompanies.com/health/clinton-community-psychiatric-services-clinton/,-1,0,0,clinton community psychiatric services,Clint,Good
1846,Homewood Health Centre,,,1-866-839-2594,"Homewood Health Centre provides unparalleled mental health and addiction services, focusing on various conditions such as trauma, PTSD, anxiety disorders, depression, eating disorders, and substance use. They offer a wide range of programs for different demographics and needs, including adults, first responders, and veterans.","mental health, addiction services, trauma, PTSD, anxiety disorders, depression, eating disorders, substance use, programs for adults, concurrent disorders, treatment services",https://www.bing.com/aclick?ld=e8fbltZmtlhxrPk74jcH5LNDVUCUyc-qejDkZGdKsMzukzSVKF6kfLdooKuU0djMdBEmXGucL5pM_KAx6Eqya-49cD1Cz6nv8r27p5M_U6LrIDbskX6kBbMzMqftRQ_Sznh6icMcV4VE8yOd9ryJdunIEWkypDkOWLIjqF7k82oBjrz7KAxYsHcWDxbbC4aiWArxFLKgHPAx6BoU4NdalFBGzOseo&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDVmNzM1NTNkNGY3ODEwYWNmN2QyM2NmMjcxYTNlOWQ2&rlid=5f73553d4f7810acf7d23cf271a3e9d6,-1,0,0,homewood health centre,,Empty City
1850,Community Outreach - Minto Mapleton Family Health Team,450 Whites Road,,519-638-2110,Focused on outreach services to assist individuals in the community.,"community outreach, support services",https://mintomentalhealth.ca/services,-1,0,0,community outreach minto mapleton family health team,Whites Road,Good
1851,Community Withdrawal Support Services (CWSS) - Stonehenge Therapeutic Community,,,1-844-722-2977,Provides supportive services for individuals undergoing withdrawal from substances.,"withdrawal support, therapeutic community, substance use",https://mintomentalhealth.ca/services,-1,0,0,community withdrawal support services stonehenge therapeutic community,,Empty City
1853,Youth Emergency Shelter - Wyndham House,18 Norwich Street East,,519-837-3892,Provides emergency shelter services for youth in crisis.,"youth, emergency shelter, crisis support",https://mintomentalhealth.ca/services,-1,0,0,youth emergency shelter wyndham house,Norwich Street East,Good
1856,Canada Suicide Prevention,,,1-833-456-4566,National service offering resources and support for suicide prevention.,"suicide prevention, national service, support resources",https://mintomentalhealth.ca/services,-1,0,0,canada suicide prevention,,Empty City
1857,Dr. Steven Thomas Sears,24 Prospect Avenue,P0J 1C0,(705) 679-5466,"Dr. Steven Thomas Sears is a Family Doctor dedicated to providing high-quality, comprehensive, and patient-centered family medical care. He addresses a variety of health concerns including mental health issues, chronic illnesses, and offers preventative care.","Family Doctor, mental health, comprehensive care, preventative care, chronic illness management, geriatric care, ADHD management, sleep disorders, grief counseling.",https://www.healthdoc.ca/listing/dr-steven-thomas-sears-14d1ee,1,0,0,dr steven thomas sears,Prospect Avenue,Good
1858,Dr. Eric Robert Besner,"University of Toronto, 24 Prospect Avenue",P0J 1C0,(705) 679-5466,"Dr. Eric Robert Besner is a Family Doctor dedicated to providing high-quality, comprehensive, and patient-centered family medical care, addressing a wide variety of health concerns for patients of all ages.","family doctor, comprehensive care, patient-centered, preventive care, chronic illnesses, mental health counseling, adolescent health care, community services",https://www.healthdoc.ca/listing/dr-eric-robert-besner-1b46c7,1,0,0,dr eric robert besner,Toronto,Good
1860,Timiskaming Health Unit,"247 Whitewood Ave, Unit 43",P0J 1P0,(705)-647-4305,Offers public health services including mental health services.,"public health services, mental health",https://www.tsacc.ca/health-professionals.html,1,0,0,timiskaming health unit,Unit 43,Good
1862,North Eastern Ontario Family and Children’s Services (NEOFACS),"P.O. Box 68, 25 Paget Street",P0J 1P0,(705)-647-1200,Offers services related to family and children's mental health.,"family services, children's mental health",https://www.tsacc.ca/health-professionals.html,1,0,0,north eastern ontario family and children s services,P.O. Box 68,Good
1863,District of Timiskaming Social Services Administration Board,"P.O. Box 6006, 290 Armstrong Street",P0J 1P0,(705)-647-7447,Provides social services including support for mental health.,"social services, mental health support",https://www.tsacc.ca/health-professionals.html,1,0,0,district of timiskaming social services administration board,290 Armstr,Good
1867,Cobourg Medical Centre,"Unit 5 – 1060 Burnham St., Cobourg",K9A 5V9,905-373-8333,"Provides a variety of health services, including mental health support as part of the Northumberland Family Health Team.","mental health, health services",https://nfht.ca/mental-health/,1,0,0,cobourg medical centre,Cobourg,Good
1874,Cochrane Family Health Team (FHT),"233 Eighth Street, Cochrane, ON",P0L 1C0,705-272-4200,Provides a range of walk-in clinic services to assist patients with various health needs.,"walk-in clinic, health services",https://medimap.ca/clinics/walk-in-clinics/on/cochrane,1,0,0,cochrane family health team,Cochrane,Good
1875,COMMUNIKATEGOOD Inc.,"Cochrane, AB",,,"A boutique consulting and psychotherapy practice specializing in mental health strategy, psychological safety, and HR wellness advisory.","Psychotherapy, Psychological Safety, Mental Health Strategy, Workplace Consulting, HR Wellness Advisory, Trauma-Informed Leadership.",https://ca.linkedin.com/company/communikategood-inc,-1,0,0,communikategood inc,Cochrane,Good
1876,Cockburn Mental Health Clinic,,,,"A state-of-the-art facility providing public mental health services, including women's mental health with a focus on eating disorders and mixed-gender alcohol and other drug addiction withdrawal services. The clinic features a wellness and recovery center for outpatient therapies.","mental health services, women's mental health, eating disorder treatment, addiction services, outpatient therapies",https://www.wa.gov.au/government/media-statements/Cook-Labor-Government/Cockburn-clinic-to-become-public-mental-health-service-20240325,-1,0,0,cockburn mental health clinic,,Empty City
1877,Fiona Stanley Hospital,,,,Provides public mental health services in the southern metropolitan region.,mental health services,https://www.wa.gov.au/government/media-statements/Cook-Labor-Government/Cockburn-clinic-to-become-public-mental-health-service-20240325,-1,0,0,fiona stanley hospital,,Empty City
1878,Fremantle Hospital,,,,Offers public mental health services in the southern metropolitan region.,mental health services,https://www.wa.gov.au/government/media-statements/Cook-Labor-Government/Cockburn-clinic-to-become-public-mental-health-service-20240325,-1,0,0,fremantle hospital,,Empty City
1879,Rockingham General Hospital,,,,Provides public mental health services in the southern metropolitan region.,mental health services,https://www.wa.gov.au/government/media-statements/Cook-Labor-Government/Cockburn-clinic-to-become-public-mental-health-service-20240325,-1,0,0,rockingham general hospital,,Empty City
1880,Renew Hope and Healing,"Pittsford, N.Y.",,,"A child and family counseling and therapy facility aiming to serve an additional 2,000 children and adolescents, providing in-person and telehealth counseling with a focus on affordability and insurance acceptance.","mental health, counseling, therapy, children, adolescents, affordable, insurance",https://13wham.com/news/local/renew-hope-and-healing-opens-pittsford-office-to-expand-mental-health-support,-1,0,0,renew hope and healing,Pittsford,Good
1881,Origin Mental Wellness,150 East Main Street Suite 1A,43215,614-569-7837,"Origin Mental Wellness offers integrative mental health care that focuses on the root causes of mental health challenges, blending evidence-based psychiatry with functional lab testing, nutrition guidance, and lifestyle coaching.","integrative mental health care, precision medicine, personalized treatment, functional lab testing, nutrition guidance, lifestyle coaching, holistic practices, genuine partnership.",https://www.originmentalwellness.com/integrative-psychiatry-experts-columbus-oh,-1,0,0,origin mental wellness,East Main Street Suite,Good
1882,Homewood Health Centre,"140, N/A",,1-866-839-2594,"A leader in mental health care providing services for addiction, trauma, mood disorders, and more for adults, first responders, military personnel, and veterans.","mental health, addiction services, trauma, mood disorders, PTSD, recovery programs",https://www.bing.com/aclick?ld=e8V5DVv2zGXSz46ekHtcrQgTVUCUyviMlVmNqger2gAROuKOpABSKUnSZeGwtPIVBcrpZDIzRMqSDQiTVRvSsF6lB21wi4Ty2I-fJQhJVPFS7GuyGR7Zuel9Jij_BlG5rV9c9EX2HSO9uLm92Jvr-N8pjH0-yE4QpRTb8u0Czung-rQ9KeSL9YyQGy6OfQpaCq5wcE6kPGzdshzQ8S68D7D7kvs8M&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDlkMTRlNzNiMTI1YTFlYzQyZjQ3OGVmNDJkY2M1Y2Ix&rlid=9d14e73b125a1ec42f478ef42dcc5cb1,-1,0,0,homewood health centre,,Empty City
1883,The Village at 1883,"1883 Sawmill Rd, Conestogo, ON",N0B 1N0,226.698.5545,"An extension of ASCENT Strength + Embodiment, offering a studio space for movement, wellness sessions, and small group gatherings. It aims to bring together healers, practitioners, and teachers to share wisdom and gifts through various modalities including yoga, breathwork, and meditation.","wellness, movement, yoga, breathwork, community, workshops, retreats",https://www.thevillageat1883.ca/,1,0,0,the village at 1883,1883 Sawmill Rd,Good
1884,Homewood Health Centre,,,1-866-839-2594,"A leader in mental health and addiction services in Canada, providing unparalleled care for mental wellness, including various specialized programs for adults and vulnerable populations.","mental health, addiction, trauma, PTSD, mood disorders, anxiety disorders, substance use, eating disorders",https://www.bing.com/aclick?ld=e8e0OYiGcp8u2SQFTSBKpeazVUCUwJ5ww9SmzqJzxAw8ktw3L_jmQ-0gtv8lxsmxTE78qDBvBIwNNgvBS7nj9fSnEgoDQ91PHaQB7P00d9q99C8uQXzw1-rcWVe51ow4ljXFV4FD7W1yzHZY_ZP-hhCy4_MFPPdLMhULPK0TqPceMsUUW0_uwkCYcn5jFSsYYo5nKMAExDiyQ7QWu6w08Uwwoxqg4&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDk4ODQwZmI2YWJhMjE2NTEzMTI3NjY3OTk0MDExYTU2&rlid=98840fb6aba216513127667994011a56,-1,0,0,homewood health centre,,Empty City
1886,9-8-8 Suicide Crisis Helpline,,,2009-08-08,Provides 24/7 support through calls and texts for individuals in crisis or needing emotional support.,"crisis support, emotional support, 24/7",https://www.liveinspiredwellness.ca/resources/provincial-rescource-hub,-1,0,0,9 8 8 suicide crisis helpline,,Empty City
1888,Kids Help Phone,,,800-668-6868,"Support for youth ages 5-29, offering counseling and resources through text, chat, and phone services.","counseling, youth support, 24/7",https://www.liveinspiredwellness.ca/resources/provincial-rescource-hub,-1,0,0,kids help phone,,Empty City
1891,Hope for Wellness Helpline,,,855-242-3310,"Offers 24/7 support for Indigenous people across Canada, providing assistance via phone or online chat.","Indigenous support, 24/7, phone assistance",https://www.liveinspiredwellness.ca/resources/provincial-rescource-hub,-1,0,0,hope for wellness helpline,,Empty City
1892,National Indian Residential School Crisis Line,,,866-925-4419,Offers support to former residential school students and those affected. Available 24 hours.,"support, residential school, 24/7",https://www.liveinspiredwellness.ca/resources/provincial-rescource-hub,-1,0,0,national indian residential school crisis line,,Empty City
1896,Trillium Health Partners - Credit Valley Hospital - Mental Health and Addictions Services,"2200 Eglinton Ave W Mississauga, ON",L5M 2N1,905-813-2200,"Provides comprehensive, patient-centered and accessible care for people at different stages of their lives who are experiencing mental health or addictions issues. Services include Acute Care, Inpatient Services, Ambulatory and Outpatient Services, Child and Adolescent Service, Medical Psychiatry, and Seniors Mental Health Services.","mental health, addictions, acute care, inpatient services, outpatient services, child and adolescent services, medical psychiatry, seniors mental health services.",https://www.centralwesthealthline.ca/displayService.aspx?id=74666,1,0,0,trillium health partners credit valley hospital mental health and addictions services,Mississauga,Good
1897,Cooks Mills Community Development Group,,,,,,https://www.facebook.com/cooksmills/posts/3112616835415629/,-1,0,0,cooks mills community development group,,Empty City
1899,EHN Guardians Gateway,"2225 Lansdowne St West, Peterborough, ON",K9J 0G5,1-866-938-6138,"EHN Guardians Gateway provides treatment and rehabilitation services focusing on mental health and substance use issues, coordinating support for individuals and their families.","addiction treatment, rehabilitation, mental health services, substance use, family support",https://www.bing.com/aclick?ld=e8KBN_lG7XI3eLbzKrlw0UHDVUCUxRDlQ2HvMQBZhgUkmob8CZU1EWzqPeMjmrCYHv9mWJxsygqvrU4NWVky_p_bkxNUCvtOQp4QzyFMUtMxVrsl3eM2eGagmYP1OFtT0N4vNhTqS2_5-5tsTyYNHaCdu60PFcoRTXeUpKgMMQzcPSfEmo-RCG6ax1_olucOvGwIy4mxgBOjn-hVAG0j9WeHNFK28&u=aHR0cHMlM2ElMmYlMmZ3d3cuZWRnZXdvb2RoZWFsdGhuZXR3b3JrLmNvbSUyZmxvY2F0aW9ucyUyZmJlbGx3b29kJTJmcHJvZ3JhbXMlMmZjb3JlLWFkZGljdGlvbi1tZW50YWwtaGVhbHRoLXByb2dyYW0lMmYlM2Z1dG1fY2FtcGFpZ24lM2RTVURfQ2VudHJhbF9TdWJzdGFuY2UtVXNlLURpc29yZGVyX0IyQ19CQV9NRl9CV19BVUczMTIyJTI2dXRtX2FkZ3JvdXAlM2RkcnVnJTI1MjBhZGRpY3Rpb24lMjUyMHRyZWF0bWVudCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV90ZXJtJTNkdHJlYXRtZW50JTI1MjBjZW50ZXJzJTI1MjBuZWFyJTI1MjBtZSUyNnV0bV9jb250ZW50JTNkJTI2bXNjbGtpZCUzZGM1NDBhZGIyOTNkNDE2ZmI3YzBmYzQ3ZGFjNjZkMzI5&rlid=c540adb293d416fb7c0fc47dac66d329,1,0,0,ehn guardians gateway,Peterborough,Good
1902,Bestway Rehab,,,844-915-1836,"Bestway Rehab is a leading rehabilitation center that provides drug addiction treatment, detoxification, and alcohol rehab programs to transform lives.","drug addiction treatment, detoxification, alcohol rehab, addiction treatments",https://www.bestwayrehab.com/rehabilitation-center-coppell-tx/,-1,0,0,bestway rehab,,Empty City
1906,,,,(817) 968-3132,"Symetria Recovery is backed by a 95% satisfaction rating and hundreds of 5-star reviews, providing help to feel happy again.","addiction, treatment center, satisfaction rating, recovery",https://www.psychologytoday.com/us/treatment-rehab/tx/coppell,-1,0,0,,,Empty City
1926,State Street Counseling Services,Cornell Scott Hill Health Center,,(888) 786-9995,"Addiction Resource offering free and confidential services 24/7, including various treatment options for alcohol and drug addiction.","Addiction Treatment, Alcohol Treatment, Drug Addiction, Mental Health, Counseling Services",https://addictionresource.com/listings/state-street-counseling-services-cornell-scott-hill-health-center-new-haven-connecticut/,-1,0,0,state street counseling services,Cornell Scott Hill Health Center,Good
1929,Homewood Health Centre,"140, N/A",,1-866-839-2594,"Homewood Health Centre provides mental health and addiction services to individuals, focusing on various disorders including anxiety, depression, trauma, and substance use.","mental health, addiction, anxiety disorders, depression, trauma, substance use",https://www.bing.com/aclick?ld=e8m_8lugfOT6FvpSXaiy55IDVUCUz5U3pQdyRtKbTFqj3llfB3nzzCDVBUDKjPtK4_iEzhTRYADDjdltpH0ILHZM2BzSsMN9OVrzDK1oWPKVXVoau31ANvhl01cI6TYVMDx7O5lRwSrMpAf3S7mXq03aMXnDpTSg_ROhmWjRLdPi1q2_JTzwfIR_-YsOR0Mypk0koCHPg79Zzp6Ces3L-i-ToNKuI&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDE2OGRlYmVjZTViYzE1ZDQ4ZWNkODIyM2E1OTc0MDAw&rlid=168debece5bc15d48ecd8223a5974000,-1,0,0,homewood health centre,,Empty City
1930,Metamorphosis Centre for Change,"Wasaga Beach, Ontario",,1-705-429-3870,"A private mental health and addiction facility that offers personalized care in a secure setting, focusing on various forms of addiction treatment including medical detox, inpatient programs, outpatient programs, and family support.","addiction treatment, mental health, medical detox, outpatient programs, family support, holistic healing.",https://www.bing.com/aclick?ld=e8lsWXMgp7AT0Xvs12r2S4dzVUCUzIpGxOxFvOF0jCbdawLgOzGZ5sj9wo261NSi1XlmzpkBOUqFscrvk8Adaap7k-Vl6P4RNyKxQKGvQY6B8M2nTs6awCMT57sHWP2WAfzFkFKt-toJTo7fJxtny7WDYNVPN0B_dy8BnBZGc1dHE6XnyA7t-QDhBeiorJ_oLEPZVl_-tyOaD_0-X2AdxA-MYdvZw&u=aHR0cHMlM2ElMmYlMmZ3d3cubWV0YW1vcnBob3Npc2NlbnRyZS5jb20lM2Ztc2Nsa2lkJTNkMTljMGNiODk1ZTJkMWE2MWJiNDdhMjQ2MWUwNmVlOTI&rlid=19c0cb895e2d1a61bb47a2461e06ee92,-1,0,0,metamorphosis centre for change,Wasaga Beach,Good
1936,Rapids Family Health Team (FHT) - Corunna - Shell Health Centre,"233 Cameron Street, Corunna, ON",N0N 1G0,519-813-9800,"Offers accessible primary and walk-in care to residents, providing timely medical attention without long waits, and covers a wide range of health concerns including minor injuries, infections, and general health inquiries.","primary care, walk-in care, family health team, medical attention, minor injuries, infections, health concerns",https://medimap.ca/clinics/walk-in-clinics/on/corunna/rapids-family-health-team-fht-corunna-shell-health-centre,1,0,0,rapids family health team corunna shell health centre,Corunna,Good
1937,EWYN Studios,446 Lyndoch Street,N0N 1G0,(519) 813-9595,"EWYN Studios is a local health clinic in Corunna, ON. We offer health services, clinics & care, and wellness.","health services, clinics, care, wellness",https://corunna.cdncompanies.com/health/ewyn-studios-corunna/,1,0,0,ewyn studios,Lyndoch Street,Good
1939,Burford Community Centre,"14 Potter Dr., Burford",,519.449.5611,A community center available for residents to keep warm during extreme cold weather.,"community center, warming center",https://www.brant.ca/en/emergency-services-and-health-care/cooling-and-warming-centres.aspx,-1,0,0,burford community centre,Burford,Good
1940,Brant Sports Complex,"944 Powerline Rd., Paris",,519.442.1944,A facility offering a place for residents to warm up during cold weather and community activities.,"sports complex, warming center",https://www.brant.ca/en/emergency-services-and-health-care/cooling-and-warming-centres.aspx,-1,0,0,brant sports complex,Paris,Good
1941,Gaukel Memorial Community Centre,"7 Gaukel Dr., St. George",,519.448.1831,A community center providing a warm haven during cold weather and various community services.,"community center, warming center",https://www.brant.ca/en/emergency-services-and-health-care/cooling-and-warming-centres.aspx,-1,0,0,gaukel memorial community centre,St. George,Good
1942,Syl Apps Community Centre,"51 William St., Paris",,519.442.3342,A venue for residents to seek refuge from the cold and participate in community events.,"community center, warming center",https://www.brant.ca/en/emergency-services-and-health-care/cooling-and-warming-centres.aspx,-1,0,0,syl apps community centre,Paris,Good
1947,Centres For Health and Healing,,,(289) 207-5360,"Specializes in individual-focused mental health treatment that is research-based and confidential, promising a lifetime guarantee on their treatment plan.","mental health treatment, individual approach, confidential, lifetime guarantee",https://www.psychologytoday.com/ca/treatment-rehab/on/courtice,-1,0,0,centres for health and healing,,Empty City
1948,Metanoia Health & Wellness,,,(548) 488-3164,"A wellness studio providing mental and physical wellness services, focusing on stress reduction and offering a safe space for reflection and support.","wellness, stress reduction, mental health, physical wellness",https://www.psychologytoday.com/ca/treatment-rehab/on/courtice,-1,0,0,metanoia health & wellness,,Empty City
1951,Canadian Centre of Addictions,"Port Hope, ON",L1A,(365) 376-9546,"A premier residential treatment facility specializing in drug rehab, providing personalized recovery programs and continuous support from detoxification to aftercare planning.","drug rehab, addiction, residential treatment, personalized recovery, detoxification",https://www.psychologytoday.com/ca/treatment-rehab/on/courtice,-1,0,0,canadian centre of addictions,Port Hope,Good
1952,Active Recovery Sports Injury & Physiotherapy,"1450 Durham Regional Hwy 2, Courtice, ON",L1E 3C3,(905) 721-4335,"A healthcare center providing physiotherapy, chiropractic care, massage therapy, osteopathy, and rehabilitation services.","physiotherapy, chiropractic, massage therapy, osteopathy, rehabilitation, sports injury",https://activerecoveryclinic.ca/location/,1,0,0,active recovery sports injury & physiotherapy,Courtice,Good
1953,Courtice Health Centre,1450 Hwy 2 E,,905-723-8551,"Courtice Health Centre is a walk-in clinic that provides timely medical attention for minor illnesses, infections, injuries, skin concerns, and general health questions without the wait of an emergency room visit. It aims to offer accessible, professional care to anyone who walks through the door.","walk-in clinic, medical attention, minor illnesses, infections, injuries, skin concerns, general health",https://medimap.ca/clinic/walk-in-clinics/on/courtice/courtice-health-centre,-1,0,0,courtice health centre,,Empty City
1954,Amplifon Clinic Courtice - Courtice Health Centre,1450 Highway 2,L1E 3C3,(905) 721-4058,"At the Amplifon Clinic Courtice - Courtice Health Centre, you'll find a hearing aid specialist ready to listen to your needs and together find the right hearing aid for you. Take a free hearing test!","hearing aid, hearing test, audiologist",https://www.ibegin.com/directory/ca/ontario/courtice/amplifon-1450-highway-2/,1,0,0,amplifon clinic courtice courtice health centre,Highway,Good
1955,Mental Health Commission of Canada,,,,"Works to improve the lives of people who experience mental health problems and illnesses, as well as their families and caregivers.","mental health, improvement, support, families, caregivers",https://hayareyouok.ca/support,-1,0,0,mental health commission of canada,,Empty City
1956,Jennifer Fishman,,,,"Licensed Mental Health Counselor specializing in stress, anxiety, and anger management. Utilizes techniques like CBT and Motivational Interviewing to empower clients.","Stress, Anxiety, Anger management, Self esteem, Career difficulties, Coping with life changes",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,jennifer fishman,,Empty City
1957,James Clifton,,,,"Licensed therapist with over 35 years of experience focusing on depression, anxiety, stress management, and life transitions.","Depression, Anxiety, Stress, Life transitions",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,james clifton,,Empty City
1958,James Warner,,,,Therapist with a background in developmental psychology addressing a variety of clinical issues including ADHD and compassion fatigue.,"Stress, Anxiety, Self esteem, Depression, ADHD",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,james warner,,Empty City
1959,Travis Walker,,,,"Licensed therapist specializing in men's issues, transitions, workplace stress, and addiction recovery using a trauma-informed perspective.","Stress, Anxiety, Addictions, Relationship issues, Depression",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,travis walker,,Empty City
1960,"Alison ""Ali"" Capurro",,,,"Specializes in trauma-informed care and somatic therapy, helping clients explore stress and emotional numbness.","Stress, Anxiety, Trauma, Depression",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,alison ali capurro,,Empty City
1961,Patrick Argiro,,,,"Focused on helping adults manage anxiety, trauma, and anger with a practical evidence-based approach.","Stress, Anxiety, Trauma, Anger management, Depression",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,patrick argiro,,Empty City
1962,Selene Gomez,,,,"Licensed counselor helping clients with anxiety, motivation, and emotional challenges, tailored to individual needs.","Stress, Anxiety, Self esteem, Depression",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,selene gomez,,Empty City
1963,Rachel Webster,,,,"Experienced therapist offering support for stress, family conflicts, and coping with grief in a safe environment.","Stress, Anxiety, Family conflicts, Trauma, Grief",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,rachel webster,,Empty City
1964,Garlena Rumsey,,,,"Licensed Professional Counselor specializing in trauma, PTSD, and relationship issues, using diverse therapeutic approaches.","Stress, Anxiety, Trauma, LGBT, Relationship issues",https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,garlena rumsey,,Empty City
1965,Elizabeth Taylor,,,,,,https://www.betterhelp.com/therapists/id/craigmont/,-1,0,0,elizabeth taylor,,Empty City
1966,Allies in Caring,"Atlantic City, NJ",,,"Allies in Caring promotes culturally-responsive behavioral health services for underserved individuals with emotional and behavioral problems towards recovery, health, and independence.","behavioral health services, culturally-responsive, recovery, health, independence, emotional problems, behavioral problems",https://www.causeiq.com/directory/community-mental-health-centers-list/atlantic-city-hammonton-nj-metro/,-1,0,0,allies in caring,Atlantic City,Good
